BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
1,14000,139000,159000,DebtCon,Mgr,13,0,1,171.4333333,1,32,
0,5100,85583,115341,HomeImp,ProfExe,7,0,0,177.9582551,1,28,26.25797013
0,54000,176922,256977,DebtCon,ProfExe,6,0,0,225.5657,2,33,37.98968921
0,10300,65876,80064,DebtCon,,3,0,0,220.8259789,0,15,30.633131
1,10000,90700,123370,DebtCon,ProfExe,15,2,0,90.3,1,4,
0,25100,118559,150172,DebtCon,Office,4,,,279.1980214,1,37,42.98797946
0,20100,137009,286955,HomeImp,Mgr,3,0,0,196.9841162,0,14,30.08535009
0,6200,133882,155222,HomeImp,ProfExe,9,0,0,212.5376432,0,19,20.61678366
0,21600,41105,65411,DebtCon,Other,25,0,0,303.2340527,3,32,35.24732771
0,22100,24000,49000,DebtCon,Other,14.4,0,0,109.5666667,2,25,
0,12400,132894,198168,HomeImp,Office,0,0,1,355.1639113,0,16,40.54029537
0,24500,33537,57048,DebtCon,Other,14,0,0,99.37613252,1,24,28.49500481
1,5000,,71277,HomeImp,Other,10,0,0,72.43333333,1,12,
0,14500,41911,54985,DebtCon,ProfExe,4,0,0,254.6645258,0,35,38.72467961
1,24600,75636,112956,DebtCon,ProfExe,1,1,0,318.5461654,3,42,
0,14800,30282,61986,DebtCon,ProfExe,7,0,0,249.2488046,0,16,21.00928089
0,10600,63245,82041,DebtCon,Office,3,1,3,184.5725782,3,29,38.21903431
1,24200,10286,,DebtCon,Other,24.5,0,1,216.1333333,4,32,
0,12800,67867,78660,DebtCon,Other,3,,,159.8014934,,34,30.01090961
0,11400,59813,72873,DebtCon,ProfExe,13,0,0,234.3302405,4,31,39.35147085
1,13300,58000,75000,DebtCon,Mgr,6.6,0,1,226.2,1,33,
0,22900,28217,52804,DebtCon,Other,14,0,0,109.3656846,1,25,30.58772816
1,13900,,,HomeImp,Other,4,0,2,209.4799103,0,15,35.77489179
0,13300,,72583,,,1,0,0,,0,0,3.72042142
0,16600,71096,104437,HomeImp,ProfExe,9,0,0,246.9596363,1,12,37.09953261
0,18400,94952,129177,DebtCon,ProfExe,12,,,140.4807035,,24,29.96750585
1,20300,63803,89079,DebtCon,ProfExe,21,0,4,323.8085733,4,28,45.8759169
0,17400,25859,43684,DebtCon,Mgr,16,1,0,95.36306868,1,17,27.10761957
0,18900,83474,104133,HomeImp,ProfExe,4,0,0,109.9887849,1,24,38.86401954
0,6400,70035,78635,DebtCon,Sales,3,0,0,147.0771635,0,31,31.20612976
0,16500,23169,41677,DebtCon,ProfExe,20,0,0,208.0769432,2,15,34.43057515
0,42800,7382,71331,HomeImp,Office,,0,0,321.7808575,0,19,16.54506284
1,23500,,143168,DebtCon,Office,10,,,,,,35.73356733
0,11500,64371,73636,DebtCon,ProfExe,2,0,0,162.1162539,1,35,39.79119896
0,32400,128523,179390,DebtCon,Mgr,13,0,0,150.0842871,1,28,43.14434551
0,35200,239513,37076,DebtCon,Mgr,0,0,1,183.3734524,2,49,40.7798487
1,8600,44992,66403,DebtCon,Other,8,0,0,172.551555,1,27,43.87561082
0,9900,26427,87134,HomeImp,ProfExe,20,0,0,244.3652465,0,11,25.00396549
0,20200,41479,70102,DebtCon,Office,5,0,0,172.9117149,2,26,33.83467117
1,1100,25860,39025,HomeImp,Other,10.5,0,0,94.36666667,1,9,
1,11700,69100,85000,DebtCon,Mgr,3.8,3,0,80.1,0,22,
0,7100,58639,72412,DebtCon,ProfExe,14,0,0,120.0334646,0,20,43.67874666
0,17700,107395,133433,DebtCon,ProfExe,6,0,0,96.15756174,0,13,27.59227738
1,16800,50445,71711,DebtCon,Other,5,0,0,71.23076169,5,18,40.58291348
0,18700,118208,130216,DebtCon,,14,0,0,190.9573245,0,17,40.74823463
0,16200,62783,94394,DebtCon,Office,1,0,0,167.429347,0,25,23.69115685
1,26500,61223,92255,DebtCon,Other,2,0,1,214.0325389,0,17,1.85553998
0,17600,56090,103992,HomeImp,Other,1,0,2,46.87513575,1,10,39.08182644
0,19800,13830,85587,DebtCon,Other,20,0,0,229.5182951,3,40,35.31106586
0,30500,57516,103086,DebtCon,Office,3,0,0,166.1995272,2,24,37.81408909
0,22200,45148,85341,HomeImp,Other,24,0,0,275.601041,1,7,23.46160875
1,13000,41193,58000,DebtCon,Other,18,3,2,66.93333333,4,7,
0,6300,44226,57779,DebtCon,,7,,0,63.62641325,,16,33.11182911
0,34100,241931,36486,DebtCon,Mgr,1,0,2,196.0088316,3,50,42.45858179
1,17500,91000,116000,DebtCon,ProfExe,0.5,0,0,188.7333333,3,26,
0,13900,41641,53200,DebtCon,Other,,0,0,83.06246819,0,15,42.40363421
1,19500,50000,89100,,ProfExe,7,2,1,86.23333333,4,25,
1,7500,,51610,HomeImp,ProfExe,4,0,3,158.2666667,2,18,
0,19700,5700,24457,DebtCon,Other,,0,0,60.15632991,1,19,41.36387828
0,68700,197356,291242,DebtCon,Self,10,0,0,217.8016474,2,24,29.42305804
1,8000,33000,38500,HomeImp,Other,2,0,0,,0,0,
1,5000,68000,75616,DebtCon,ProfExe,0.1,0,0,131.8666667,0,30,
1,27100,63844,101000,DebtCon,Other,8,1,1,128.8,0,22,
1,21800,21000,45000,,ProfExe,20,0,0,256.7,1,19,
1,22700,94601,99755,DebtCon,Other,3,0,0,129.5643008,0,16,37.96930454
0,23000,68275,89967,DebtCon,ProfExe,8,1,0,140.7144149,4,25,33.6949437
0,11600,64143,78851,DebtCon,Office,6,0,3,201.369922,3,29,35.79580494
0,12100,50100,66410,DebtCon,Other,3,0,0,176.0098643,0,14,28.54860369
1,12500,41000,64680,DebtCon,Other,2,0,0,70.9,3,30,
0,27300,,37531,HomeImp,Other,22,0,0,82.66026948,2,14,29.60984756
0,79100,23553,103807,HomeImp,,25,0,1,142.1934579,0,13,31.4699374
1,50200,197770,271676,DebtCon,Mgr,16,0,0,146.8625413,1,20,42.9265802
0,8400,82597,83858,HomeImp,Other,25,0,0,350.5681362,1,47,28.91075714
0,12000,88000,118750,HomeImp,Mgr,3,0,3,153.5,0,26,
0,28700,131767,214558,DebtCon,ProfExe,10,0,0,238.794891,2,27,20.52327227
0,12000,35721,52938,HomeImp,Other,23,0,1,125.928071,0,22,38.62702499
1,76500,38206,90000,DebtCon,Other,12,0,0,134.9,0,26,
1,20000,60336,132430,DebtCon,Other,25,1,0,258.6666667,1,21,
0,52900,48825,59418,DebtCon,Office,13,0,0,102.338683,1,25,38.75199499
1,10000,62000,80000,DebtCon,Other,5,,1,97.4,4,30,
1,16800,44983,65000,DebtCon,Sales,4,2,1,77.03333333,6,43,
1,13000,36223,,DebtCon,Other,9,1,0,132.8666667,0,14,
1,15000,42006,,DebtCon,Other,10,0,1,75.33333333,0,33,
0,15700,83830,122719,,,,,,,,,35.16514615
0,15000,94705,114400,DebtCon,Other,9,0,0,300.2666667,2,19,
1,17200,62108,,DebtCon,Office,21,0,0,174.3961345,1,21,34.53892537
0,8000,38758,46466.26,HomeImp,Mgr,21,1,1,229.3,1,18,
0,28200,61038,87534,DebtCon,Other,8,0,0,137.4878193,3,30,39.3600186
1,28700,25190,59841,DebtCon,Office,1,0,1,201.1767833,0,11,35.72928694
0,22400,62354,88287,DebtCon,Office,3,,,163.0564094,,16,37.17139554
1,75400,,89609,DebtCon,Other,1,0,0,115.7635338,9,23,41.10556883
0,21700,70252,186320,,Other,11,0,0,356.886499,1,16,30.18400134
0,6000,129731,154113,HomeImp,ProfExe,12,0,0,213.5333333,0,19,
0,25500,44562,79481,DebtCon,Other,10,0,0,126.2778082,1,19,40.25073803
1,3000,,14100,HomeImp,Other,1,0,0,104.2,0,19,
0,17000,51018,108148,HomeImp,Office,0,,2,114.9462923,0,23,40.24125987
0,7100,54700,68500,DebtCon,,19,0,0,155.2,1,12,
1,7500,126000,151380,HomeImp,ProfExe,18,0,2,75.66666667,1,13,
1,15000,153000,185625,DebtCon,Mgr,8,,2,154.2,,31,
0,17100,74922,91187,DebtCon,Mgr,0,0,0,80.58265559,0,16,26.76776884
0,13700,84761,95382,HomeImp,Office,,0,0,171.9458387,1,25,41.96010591
0,13700,53094,79069,HomeImp,Other,2,0,2,155.8152865,0,13,29.55636639
1,18000,39005,60000,DebtCon,Other,10,2,0,112.6333333,5,5,
1,15000,47000,73900,DebtCon,Office,2,1,5,73.1,1,16,
0,25000,84000,120000,DebtCon,Other,1.5,0,0,188.7682131,2,25,
0,4500,66127,79087,HomeImp,Other,4,1,0,81.3490651,0,15,40.70530876
1,21700,24984,92297,DebtCon,Other,26,0,6,238.3696373,1,20,16.39716087
0,11700,95411,117927,DebtCon,ProfExe,14,0,0,177.9266958,1,17,34.49056413
1,26600,84843,115850,DebtCon,Sales,2,0,0,137.5388776,2,37,42.57188992
0,18500,14111,71628,DebtCon,Office,,0,0,246.9909305,0,22,39.61154172
1,4200,34800,50225,HomeImp,Other,2,1,0,93.5,1,5,
0,30000,187000,293000,DebtCon,Other,28,0,0,156.6333333,0,23,
1,9300,78000,97700,DebtCon,Mgr,12,0,2,88.5,4,29,
0,22500,75010,114769,DebtCon,Mgr,9,0,1,294.2971661,1,28,30.61105116
0,5400,68625,82304,DebtCon,Sales,2,0,0,136.6329442,0,30,32.05002349
0,13300,74609,115056,DebtCon,Other,6,0,0,77.4451063,2,14,36.86921264
0,9800,69919,100267,DebtCon,Other,16,,,130.8860074,3,15,26.83504341
0,10100,114590,215784,HomeImp,ProfExe,2,0,0,123.1691828,0,14,27.84508378
0,65800,71611,146689,HomeImp,Office,8,0,1,132.8466231,0,11,41.7807059
0,17500,49968,68025,HomeImp,Office,3,0,0,126.0794526,0,18,34.10902705
0,28300,137159,186153,DebtCon,Mgr,0,,,112.1728125,,38,29.87473149
1,12000,69000,92900,HomeImp,ProfExe,2,0,0,115.9,0,15,
1,6000,18793,27750,HomeImp,Mgr,6,0,3,119.7,0,8,
1,8300,82000,111000,DebtCon,Other,6,2,2,214.1,2,12,
1,15400,180017,206148,DebtCon,Mgr,2,0,2,196.0336579,1,49,36.41734258
1,25500,63967,87239,DebtCon,Other,6,0,0,,0,0,33.05107375
1,27500,97601,136546,DebtCon,Other,9,0,0,80.49714707,5,39,
1,4900,25597,23031,HomeImp,Other,5,0,0,101.7467664,0,8,33.24315698
0,12000,63019,74204,DebtCon,Office,6,0,0,98.59173833,2,14,24.49043836
0,18000,56000,78000,DebtCon,,4,0,0,108.5333333,0,16,
0,3600,83700,111800,HomeImp,ProfExe,6,0,0,192.7333333,1,28,
0,8000,63700,79754,DebtCon,,3.8,0,0,208,0,16,
1,13700,46000,81000,DebtCon,ProfExe,1.5,0,1,101.5666667,0,25,
0,17300,110614,137552,DebtCon,ProfExe,6,0,0,85.23250072,0,13,31.34436552
1,27000,124000,162000,DebtCon,Other,0.8,0,2,166.3666667,1,34,
0,20700,71408,103991,HomeImp,Other,4,0,0,208.3517505,1,12,31.32739444
1,2800,50795,63100,HomeImp,Self,26,2,15,145.6333333,3,45,
1,1800,48649,57037,HomeImp,Other,5,3,2,77.1,1,17,
0,16500,44330,72618,DebtCon,Other,6,0,0,101.4953657,2,15,41.4570252
0,22700,91303,98362,HomeImp,,7,,,,,,30.68101515
0,21200,103264,148968,HomeImp,ProfExe,8,0,0,161.8591186,1,22,34.54854127
1,17000,56800,82000,DebtCon,ProfExe,22,0,5,320.6,4,28,
0,21600,77139,185494,,Other,11,0,0,358.4284243,0,17,33.16743122
0,19100,73217,93033,DebtCon,Other,1,2,1,113.6945661,2,26,36.38416382
0,21100,143487,180122,HomeImp,Mgr,7,0,0,324.1633286,0,16,43.25118252
0,19900,25589,90051,DebtCon,ProfExe,8,0,0,138.9905144,0,20,30.27109245
0,3800,,73189,,,,,,,,,22.25394916
0,25700,63054,104624,DebtCon,Other,15,0,1,132.1071172,0,29,40.20529288
0,29300,68024,115954,HomeImp,Other,6,,,109.9150205,11,21,44.36917076
0,6700,66587,70710,DebtCon,ProfExe,9,1,0,43.92338263,1,24,39.73857627
1,11300,62568,79009,HomeImp,Office,4,0,3,295.3346697,0,19,28.60025223
0,10200,77571,102732,HomeImp,ProfExe,6,0,0,100.6296635,0,34,37.36151357
0,10900,45028,61014,DebtCon,Other,10,0,0,72.49466093,0,23,35.66764597
1,15800,69928,,,Other,23,0,3,82.44398559,1,14,32.32726246
0,22400,38669,105881,HomeImp,Other,6,0,0,125.2428417,0,14,32.77827083
1,15000,40772,62025,HomeImp,Other,,0,1,120.6,2,19,
0,9400,122412,178547,DebtCon,Other,7,0,0,226.0888071,0,19,35.46338698
0,10100,45493,54605,HomeImp,Mgr,21,0,1,234.5917784,0,18,36.59466404
1,22000,92000,,DebtCon,Office,4,,12,218,1,39,
0,17400,43110,73614,DebtCon,Mgr,1,0,0,114.2891824,1,8,26.37910802
1,14600,67997,87000,DebtCon,Other,11,1,,93.33333333,3,23,
1,12500,62000,102600,HomeImp,Other,10,2,6,226.4333333,4,42,
1,10800,64305,107374,DebtCon,ProfExe,9,0,0,97.86132576,0,36,36.99638566
1,45700,,50800,DebtCon,ProfExe,13,3,2,97.4,4,46,
0,24400,93411,140031,HomeImp,ProfExe,6,0,0,177.5112494,0,32,31.02733592
0,24000,31243,50602,HomeImp,Self,3,1,,135.1985187,,11,25.35716493
0,21300,72450,88622,DebtCon,Other,3,0,0,117.2101261,1,29,32.66110554
1,14000,65000,,,Other,23,0,3,109.5666667,1,15,
1,17400,96590,112115,DebtCon,Other,0,6,0,178.6595894,2,46,41.11788749
1,42800,9133,44083,HomeImp,ProfExe,5,0,0,333.9133736,5,15,13.41782225
1,41600,,44157,DebtCon,Other,,0,2,202.151546,0,15,34.90863172
0,18400,63569,95729,HomeImp,ProfExe,23,0,0,237.2759487,0,23,38.41536702
0,10300,74624,96697,DebtCon,Office,7,0,0,217.2353212,3,28,41.51130079
0,18000,,53365,DebtCon,Other,,,,340.460801,,17,30.57565003
0,18600,14167,71194,DebtCon,Office,,0,0,264.0171241,0,21,40.24690114
0,16400,57139,164133,DebtCon,ProfExe,21,0,0,238.4610031,0,27,22.20684602
0,6400,81116,86148,HomeImp,ProfExe,8,0,0,262.1754261,0,11,42.06826818
1,15900,101337,,HomeImp,Other,4,0,0,235.6274023,0,23,20.72337565
0,17100,22162,128989,DebtCon,Other,11,0,0,367.9970935,0,9,40.64091611
1,23000,72638,109183,DebtCon,ProfExe,2,0,0,177.611648,2,22,48.27759122
0,11100,50350,58837,DebtCon,Other,6,0,0,80.84321682,0,10,28.79316627
1,14200,100663,122021,DebtCon,ProfExe,0,0,0,139.9839768,0,20,43.79745956
0,19200,101641,160839,,Other,,1,,260.8349929,,23,37.12360431
1,10000,22000,41250,HomeImp,Mgr,5,0,0,97.96666667,0,21,
0,26200,149599,181869,DebtCon,Other,1,0,0,204.0289898,0,35,39.80087956
0,10700,67523,85560,DebtCon,Sales,5,0,0,126.8429349,0,35,26.00166533
0,22500,,42800,DebtCon,Other,,,,89.3,,13,
0,8700,79062,98038,DebtCon,ProfExe,4,0,0,139.2640336,0,26,33.57803554
1,38000,106000,160000,DebtCon,Other,24,0,6,240.4666667,0,33,
0,20400,81823,114832,DebtCon,Mgr,18,0,0,234.3920415,4,31,35.20581884
1,8600,,25000,HomeImp,Other,0,6,0,64.86666667,2,27,
1,27700,,65635,HomeImp,Other,18,0,3,221.1,1,28,
0,14600,54040,66442,DebtCon,Other,6,0,0,237.5992543,0,18,34.88343531
0,13100,44817,59544,DebtCon,Other,,0,0,71.46170475,0,15,41.60981324
1,4500,57000,,HomeImp,Other,5,,,222.6,1,13,
0,10300,,51053,HomeImp,Other,10,1,0,306.9922054,2,12,34.48387842
0,15400,28669,43078,DebtCon,Mgr,14,1,0,108.1988949,1,17,24.67417485
0,6800,75964,88754,DebtCon,Mgr,19,0,1,298.7004822,0,23,39.10750164
1,18000,47000,69000,DebtCon,Other,6,3,2,110.6333333,2,24,
0,19500,8861,170687,HomeImp,Mgr,23,0,0,76.78849548,2,20,31.58400286
1,5000,123000,157500,HomeImp,Mgr,9,,,,,,
1,7400,71576,89068,DebtCon,Sales,0,0,0,94.78223069,0,17,42.803422
1,21100,72000,98000,DebtCon,Office,6,0,2,79.16666667,4,29,
0,18900,44605,65489,DebtCon,ProfExe,15,0,0,189.0084559,0,23,38.57108327
0,11300,54984,63958,DebtCon,Mgr,4,0,0,190.92093,1,16,28.08685484
1,3700,17857,21144,HomeImp,Other,5,0,0,129.7173231,1,9,26.63434752
0,20500,183000,230000,DebtCon,ProfExe,2,0,0,288.8666667,1,27,
1,18300,60100,82506,DebtCon,ProfExe,10,3,1,171.4666667,2,64,
0,18000,88000,131300,DebtCon,Mgr,14,0,0,179.5666667,2,26,
0,34000,232312,286305,DebtCon,ProfExe,4,0,0,219.6589319,0,29,15.73593489
1,39300,,62158,DebtCon,Other,0,0,0,238.8741292,1,14,1.028930968
0,26500,34678,68000,DebtCon,Mgr,14,1,0,88.3,6,16,
0,15900,112973,129878,DebtCon,,17,0,0,179.1340086,0,17,39.19202587
0,12600,76002,94236,DebtCon,Other,11,0,0,164.7623042,5,21,39.52570494
1,7300,60971.32,77375,DebtCon,Other,2,,,,,,
1,17000,48000,69000,DebtCon,Office,25,0,0,351.0333333,3,24,
0,22700,73280,92961,DebtCon,ProfExe,8,0,1,109.5702924,3,26,34.61442256
1,16000,50000,71130,DebtCon,ProfExe,2.5,0,0,189.7,0,22,
0,27000,54834,85391,DebtCon,Other,9,0,1,132.5785446,2,30,39.30573912
0,25500,79689,117577,DebtCon,ProfExe,9,0,0,114.9684987,0,19,26.48488637
1,18700,39441,71345,DebtCon,Other,11,0,4,132.8367575,0,13,27.69164816
0,16000,66395,85782,DebtCon,Other,1,2,1,99.51921755,1,25,33.20696963
1,5000,61999,75021.3,HomeImp,Other,5,0,0,97.1,0,23,
1,32900,,55657,,,1,1,3,210.0122648,10,15,1.909225163
0,9100,,74450,,,,,,,,,23.94251651
0,8500,78346,82226,HomeImp,Other,22,0,0,320.3495426,1,47,30.19939952
1,43200,217036,291222,DebtCon,ProfExe,30,0,0,228.1464583,1,25,43.7894993
1,24400,69873,101484,DebtCon,Other,15,0,6,225.7525542,0,29,
0,25100,147622,187441,HomeImp,Self,3,0,0,170.4807208,0,16,41.52143161
0,5000,74225,89640,DebtCon,ProfExe,0.3,,,,,,
0,7600,,40341,HomeImp,Other,3,0,0,265.0204754,1,25,43.30010531
0,10200,,64377,HomeImp,Other,,0,0,347.2450131,0,6,37.77468156
0,12800,117391,210072,HomeImp,ProfExe,1,0,0,136.6209694,1,14,27.12488931
1,12600,41169.82,57000,DebtCon,Other,5.5,1,0,98.43333333,10,18,
0,17100,49951,111291,HomeImp,Office,1,,2,151.1045925,1,23,39.48719814
0,10800,83441,92148,DebtCon,Mgr,5,0,0,119.145844,1,26,40.97863532
1,53400,228236,305514,HomeImp,Self,6,0,0,11.14806851,0,2,34.55841672
0,32300,195243,294372,DebtCon,Other,27,0,0,150.2093805,0,22,39.07277566
0,14800,43983,60826,DebtCon,,4,1,1,113.8979666,1,9,27.10808171
0,17800,44326,79651,DebtCon,ProfExe,4,0,0,246.7969491,3,32,32.50901207
0,4300,72021,80027,HomeImp,Other,2,2,0,263.9703003,0,5,36.43209394
0,18100,27186,77694,HomeImp,Other,,0,0,249.4133616,0,50,43.72793048
0,28500,73188,111925,HomeImp,Other,5,,,123.6131744,11,21,44.52055475
1,18200,139000,171350,DebtCon,Other,0.1,0,1,102.5,7,18,
0,14500,52440,62150,DebtCon,Other,4,0,0,174.6769004,0,13,27.19172091
0,15400,10074,57135,DebtCon,ProfExe,4,0,0,310.3667568,0,16,17.60120617
0,19800,47488,77916,,,,,,,,,37.3082467
0,7400,73985,114849,DebtCon,Office,0,0,0,238.5863034,1,38,18.42136986
0,11300,56651,71353,HomeImp,Other,29,1,2,176.9129878,1,24,38.54444186
0,28300,,29512,HomeImp,Other,24,0,0,78.10906973,2,14,30.51328344
1,6700,60301,70543,HomeImp,ProfExe,5,0,0,195.7808633,0,19,32.39759341
0,17300,65136,83847,DebtCon,Office,6,0,0,127.0999737,0,20,24.5182717
0,20400,52109,100316,DebtCon,Office,0,0,4,166.9381999,0,46,35.52622751
1,8000,37871,,HomeImp,ProfExe,15,6,2,179.6333333,0,30,
0,20100,14749,74584,DebtCon,Office,,0,0,252.6059316,0,22,38.80187707
1,12300,49800,64000,DebtCon,ProfExe,23,0,2,232.3333333,3,17,
1,30000,176000,240000,DebtCon,ProfExe,1,1,0,198.8666667,2,13,
0,23500,,59600,DebtCon,Other,26,0,0,127.8,0,9,
1,3000,119826,193500,HomeImp,Other,8,0,0,130.0333585,0,27,
0,16100,,29725,DebtCon,Other,11,,,85.95153044,2,8,33.49604656
1,23500,,116983,HomeImp,Other,,0,1,143.4146448,0,10,35.06031985
1,8400,31800,72000,DebtCon,Self,,0,2,187.2666667,1,21,
1,16400,54818,74447,DebtCon,Office,3,2,3,208.0888643,1,50,41.95642972
1,1800,28502,43034,HomeImp,Other,11,0,0,88.76602988,0,8,36.88489409
0,22400,18371,38311,DebtCon,Other,1,0,0,37.23500048,2,3,29.4760034
0,18400,65519,89276,DebtCon,Other,0,1,2,123.098552,2,26,36.35420324
0,25000,140000,183600,DebtCon,ProfExe,12.6,0,1,148.1333333,0,37,
1,9700,73085,92000,DebtCon,Other,8,0,3,173.5,0,34,
0,27200,145725,179197,DebtCon,Other,1,0,0,183.3762884,0,34,40.28747993
0,14100,36309,53321,HomeImp,Other,8,0,0,110.2063505,1,10,19.18791401
0,51600,31536,81233,HomeImp,Other,2,1,0,267.1343742,6,13,40.15503117
0,12600,85335,97094,DebtCon,Other,2,0,0,116.086609,1,32,40.84524619
0,8500,,42980,HomeImp,Other,,,1,76.01075257,0,9,37.6596682
1,18600,73473,105848,HomeImp,Mgr,9,0,4,186.7128357,1,14,27.64603658
1,5300,51000,64000,HomeImp,Mgr,10,1,0,98.33333333,0,12,
1,3000,34542,45900,HomeImp,Mgr,8.5,0,2,62.36666667,0,10,
1,6000,32446,54904,HomeImp,Other,2,0,0,51.73333333,1,9,
0,17000,97517,141718,DebtCon,Office,2,,,128.4175979,3,15,31.16602944
0,15900,94078,118359,DebtCon,Other,13,0,0,125.5519994,1,8,37.78182264
1,11700,63914,93707,DebtCon,Other,7,3,0,162.579837,2,51,69.48065039
0,35000,197906,265000,DebtCon,ProfExe,4,0,0,246.5666667,0,32,
0,13800,,43082,HomeImp,Other,0,0,0,316.0362444,0,9,26.16601382
1,30000,17696,53100,DebtCon,Mgr,20,4,5,147.8666667,0,28,
1,20000,70862,201500,,Mgr,9.3,0,1,290.1667057,1,25,
0,16900,47129,62342,DebtCon,Other,15,0,0,290.1489212,0,21,30.3185968
0,8500,6424,32365,,,,,,,,,33.9044645
1,16500,50000,,DebtCon,Mgr,1,0,0,120.7333333,3,11,
0,24500,,51623,DebtCon,Other,,,,91.86238836,,12,28.87957066
1,21600,144276,190797,DebtCon,Mgr,0,1,4,313.4273217,2,18,37.97135495
0,15600,68056,103179,HomeImp,ProfExe,7,0,0,263.3894092,1,12,37.1830778
0,21000,101678,144063,HomeImp,ProfExe,9,0,0,167.7183935,0,22,32.20492622
0,35100,33844,55100,DebtCon,Other,,0,0,,6,0,34.70302378
0,16100,76981,106014,DebtCon,ProfExe,0,0,0,269.3426287,1,21,39.79911228
0,6800,57439,74816,HomeImp,Mgr,2,0,2,126.3032351,0,22,27.11865353
1,12900,46266,62000,DebtCon,Other,7,0,0,77.13333333,5,18,
0,12800,,,,,,,,,,,24.65967048
0,3600,61327,76484,HomeImp,Mgr,9,,2,202.5107752,0,25,41.5163897
0,6600,,48800,HomeImp,,0,0,0,,0,0,12.21943615
0,9400,77410,116693,DebtCon,Office,0,0,0,245.0836519,0,37,17.17690066
1,40000,147224,225000,DebtCon,Self,2,0,4,158.2,3,28,
1,22000,124000,155000,DebtCon,Sales,1,,7,130.3,,55,
0,9200,69657,89082,DebtCon,,3,0,0,217.3211547,0,16,28.74989037
0,18500,49367,71485,DebtCon,ProfExe,10,0,0,175.3870489,1,42,37.77222165
1,16500,92900,116000,DebtCon,Mgr,10,1,,83.16666667,1,27,
1,12000,87917,,,Other,12.9,0,1,71,0,12,
0,7400,82412,91326,DebtCon,Mgr,19,0,1,316.9470825,1,24,37.90875019
0,30800,125787,175196,DebtCon,Mgr,13,0,0,157.8776807,2,29,41.35097453
1,6500,65000,80400,DebtCon,Other,15,0,0,224.8666667,0,13,
0,10000,84580,118924,HomeImp,Office,31,0,0,341.9449756,2,37,35.24889763
0,10400,63505,75811,DebtCon,Other,3,0,0,182.0920717,2,17,33.69078564
1,16200,34984,46382,DebtCon,Other,11,0,0,175.1443195,3,20,39.74092813
0,20500,87892,136867,DebtCon,Other,10,0,0,96.92964469,3,15,40.16291939
1,15000,18500,19000,DebtCon,Other,2,0,1,20.16666667,0,2,
1,14700,148396,162403,DebtCon,Mgr,13,0,0,163.4989942,0,31,35.42841566
1,7000,27290,63500,HomeImp,Office,6,,,,,,
1,20600,52946,83558,DebtCon,Other,0,0,0,65.88287939,0,10,65.14359346
0,29200,50105,83815,DebtCon,Other,21,0,0,188.2010287,0,26,35.59575067
1,14000,67881,93390,DebtCon,,,,,,,,
0,17800,83080,108348,HomeImp,ProfExe,1,0,0,132.6098608,0,25,36.45908768
0,38000,58200,108000,DebtCon,Mgr,16,0,1,195.8333333,0,22,
1,8000,21944,31352,DebtCon,Other,0,1,1,33.43333333,9,3,
0,26100,,35271,DebtCon,Other,9,0,,96.52831616,,14,23.31865001
0,33200,119049,175867,DebtCon,ProfExe,17,0,0,112.4677853,0,16,28.51781662
0,14500,,35183,DebtCon,Other,12,,,94.36324735,1,8,32.60500098
1,23800,19612,77300,DebtCon,ProfExe,15,0,6,173.4666667,0,19,
0,25900,59575,85837,DebtCon,Other,22,0,1,189.7553505,0,19,24.87461511
0,11600,,36474,HomeImp,Other,,,1,93.72713803,0,10,37.20295356
1,6800,,27410,HomeImp,Mgr,6,1,0,2.033333333,1,5,
0,19400,52677,80424,DebtCon,Mgr,9,2,0,65.84753037,2,28,34.9508231
0,13700,38981,67536,DebtCon,Mgr,,,,,,,35.18815986
1,33400,59000,85000,HomeImp,Self,2,0,7,240.4333333,3,26,
1,22300,75600,102000,DebtCon,Mgr,5,0,1,64.93333333,2,28,
0,12200,57785,72971,DebtCon,Other,2,0,0,166.8994602,1,16,34.70964393
1,19000,64758,119780,DebtCon,ProfExe,19,0,4,349,0,20,
0,17600,44571,66088,HomeImp,Office,2,0,0,126.0903816,0,17,30.87190179
0,15900,16744,52234,DebtCon,ProfExe,3,0,0,288.4159495,0,16,17.45222743
0,19200,68902,98737,DebtCon,Office,1,0,0,166.8165741,4,19,33.03507598
1,49500,9000,55000,DebtCon,Other,3,0,0,,0,0,
0,27000,54515,82539,DebtCon,Other,20,0,0,203.8613989,0,26,37.11235228
1,25000,132000,165000,DebtCon,ProfExe,10,0,0,196.8333333,1,29,
0,15300,109767,117552,DebtCon,ProfExe,0,0,0,125.9425923,0,30,37.68939304
1,31500,15391,,HomeImp,,2.6,6,1,57.83333333,0,8,
1,41700,,854112,HomeImp,Other,16,0,0,180.6088782,0,23,42.07164538
0,9500,41541,57280,DebtCon,Other,6,0,0,69.22936935,1,10,29.16012708
1,12900,29891,76571,HomeImp,Other,2,0,0,29.05867023,3,11,31.45850053
0,15600,51990,141518,DebtCon,Other,1,0,0,272.5030662,3,43,39.30182319
0,23600,50424,70281,DebtCon,Other,24,0,0,312.7384712,4,31,35.77167592
0,24800,109084,140355,DebtCon,Mgr,11,2,0,183.7952585,5,18,40.60479583
0,16000,96000,160050,,Other,,1,,260.7666667,,24,
